"lhs","op","rhs","block","group","label","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all"
"ST129Q02TA","~1","",1,1,"",0,0,NA,NA,0,0,0,0
"ST129Q03TA","~1","",1,1,"",0,0,NA,NA,0,0,0,0
"ST129Q04TA","~1","",1,1,"",0,0,NA,NA,0,0,0,0
"ST129Q05TA","~1","",1,1,"",0,0,NA,NA,0,0,0,0
"ST129Q06TA","~1","",1,1,"",0,0,NA,NA,0,0,0,0
"ST129Q07TA","~1","",1,1,"",0,0,NA,NA,0,0,0,0
"ST129Q08TA","~1","",1,1,"",0,0,NA,NA,0,0,0,0
"MOT","~1","",1,1,"",0,0,NA,NA,0,0,0,0
"SCIEFF","~1","",1,1,"",0,0,NA,NA,0,0,0,0
"MOT","=~","ST113Q01TA",2,2,"",1,0,NA,NA,1,1,0.890562429645466,0.890562429645466
"MOT","=~","ST113Q02TA",2,2,".p2.",1.06381622179052,0.0159880116312409,66.5383692686217,0,1.03248029480888,1.09515214877216,0.947394759174028,0.947394759174028
"MOT","=~","ST113Q03TA",2,2,".p3.",1.03108615513522,0.0155418326261281,66.3426366721913,0,1.00062472293426,1.06154758733618,0.918246591491026,0.918246591491026
"MOT","=~","ST113Q04TA",2,2,".p4.",0.972676774820295,0.0147875968103362,65.7765279440411,0,0.943693617654136,1.00165993198645,0.866229391843677,0.866229391843677
"SCIEFF","=~","ST129Q01TA",2,2,"",1,0,NA,NA,1,1,0.754605613565788,0.754605613565788
"SCIEFF","=~","ST129Q02TA",2,2,".p6.",1.0845064317187,0.01380690466734,78.5481219613316,0,1.05744539583274,1.11156746760466,0.818374641323133,0.818374641323133
"SCIEFF","=~","ST129Q03TA",2,2,".p7.",1.06795670912191,0.013665133236057,78.1519426611946,0,1.0411735401353,1.09473987810853,0.805886127748642,0.805886127748642
"SCIEFF","=~","ST129Q04TA",2,2,".p8.",1.11639043848995,0.0140835414621309,79.2691555239716,0,1.0887872044494,1.14399367253051,0.84243449181569,0.84243449181569
"SCIEFF","=~","ST129Q05TA",2,2,".p9.",1.12716574489671,0.0141780733739594,79.5006285527453,0,1.09937723171359,1.15495425807984,0.850565598518122,0.850565598518122
"SCIEFF","=~","ST129Q06TA",2,2,".p10.",1.11266491348987,0.0140509797353284,79.187710355335,0,1.08512549926112,1.14020432771862,0.839623189737148,0.839623189737148
"SCIEFF","=~","ST129Q07TA",2,2,".p11.",0.980171018833749,0.0129341491156265,75.7816389830815,0,0.954820552396451,1.00552148527105,0.739642553066444,0.739642553066444
"SCIEFF","=~","ST129Q08TA",2,2,".p12.",1.07817807486298,0.0137525463533332,78.3984323457058,0,1.05122357931472,1.10513257041123,0.813599227715156,0.813599227715156
"ST113Q01TA","|","t1",2,2,"",-0.602537394445557,0.0195701397191072,-30.7886097439189,0,-0.640894163467424,-0.564180625423691,-0.602537394445557,-0.602537394445557
"ST113Q01TA","|","t2",2,2,"",0.767507461661995,0.0195701397191072,39.2182923922942,0,0.729150692640129,0.805864230683862,0.767507461661995,0.767507461661995
"ST113Q01TA","|","t3",2,2,"",1.5147422006561,0.0195701397191072,77.4006840215451,0,1.47638543163423,1.55309896967797,1.5147422006561,1.5147422006561
"ST113Q02TA","|","t1",2,2,"",-0.743913448158838,0.0194576756371129,-38.232390241922,0,-0.782049791630442,-0.705777104687235,-0.743913448158838,-0.743913448158838
"ST113Q02TA","|","t2",2,2,"",0.720726476100074,0.0194576756371129,37.0407282730824,0,0.68259013262847,0.758862819571678,0.720726476100074,0.720726476100074
