ST001D01T,ST004D01T,ST268Q01JA,ST268Q04JA,ST268Q07JA,AGE,IMMIG,MISCED,ESCS,PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH,SC064Q05WA,SC064Q06WA,SC064Q01TA,SC064Q02TA,SC064Q04NA,SC064Q03TA,SC064Q07WA,SCHSIZE,MCLSIZE,LV_SMP
10,1,2,2,3,15.58,1,10,1.0475,501.917,480.902,480.18,494.75,502.679,536.866,492.398,513.123,533.659,498.902,5,0,10,5,30,5,0,729,23,-0.28922353925870814
10,1,3,3,3,16.08,1,9,1.4663,605.544,549.214,645.204,643.795,648.186,612.112,630.105,602.519,667.923,650.935,20,21,39,39,3,63,0,924,28,0.9194852391039379
10,1,3,2,4,15.5,1,7,0.1665,454.437,398.624,375.745,315.939,390.995,389.915,377.067,402.332,393.967,374.522,5,1,5,5,100,2,0,526,18,-1.4409395934155937
9,1,2,3,3,15.25,1,4,-0.1654,570.841,542.693,525.178,534.98,574.048,537.854,577.402,540.522,612.425,523.766,50,30,40,10,20,20,0,622,28,0.2107187951861716
10,2,1,1,4,16.17,1,7,0.1934,455.537,527.285,478.485,504.417,519.325,521.177,469.44,481.188,467.722,484.945,20,0,20,20,10,10,0,301,28,-0.4147045499422203
10,1,1,2,3,15.5,1,8,0.32,514.558,557.909,553.817,551.114,538.339,518.74,521.153,520.948,508.605,511.477,10,10,5,5,0,3,1,993,28,-0.031558608683686415
10,1,1,1,4,16.17,1,4,-0.9034,470.792,407.435,434.214,419.579,420.16,418.304,441.596,434.33,409.471,449.83,37,32,46,26,10,2,0,887,28,-1.0125954655832612
10,2,1,2,4,16.08,1,4,-0.3932,553.169,588.028,535.773,556.775,548.324,558.325,546.572,536.895,552.307,519.03,5,5,3,3,0,2,0,419,23,0.1658290883705225
10,2,3,3,3,16,1,8,1.7484,698.988,831.644,815.799,676.073,797.129,757.778,752.567,750.912,732.563,781.978,70,10,70,70,3,5,0,260,13,2.245394835160669
10,2,2,2,2,15.42,1,4,-0.5372,627.053,561.14,569.385,628.26,551.648,557.602,617.372,541.368,587.801,550.088,64,24,62,30,0,7,0,431,23,0.46042221187725885
10,2,1,1,4,15.67,1,4,-0.8348,390.781,359.744,226.652,275.341,290.672,311.271,321.126,308.094,346.62,363.169,5,0,5,16,0,3,0,658,23,-2.1135867093590472
10,2,1,1,4,15.58,1,4,-0.0093,501.469,544.772,516.689,550.805,539.116,536.765,497.228,491.078,521.291,520.094,50,5,50,50,50,20,0,747,33,-0.10768703630058574
10,2,3,2,4,15.58,1,4,-0.1837,477.719,518.582,479.739,460.199,489.839,487.297,497.287,519.348,503.891,497.662,35,0,52,61,0,40,11,1004,33,-0.3926524820294232
10,2,2,2,4,16.17,1,4,0.4113,673.206,581.795,608.512,583.086,607.961,608.761,594.782,665.962,572.472,606.72,15,80,30,70,0,2,0,697,28,0.7670776961958878
10,1,3,3,4,15.5,1,8,0.7989,564.992,516.287,530.921,525.683,581.031,547.832,504.32,499.916,527.32,537.135,10,0,10,10,0,10,0,669,23,0.007188239001837025
10,1,2,1,4,15.83,1,4,-0.7866,506.631,467.976,534.04,453.187,504.859,454.312,484.129,483.196,482.468,552.563,20,20,90,80,75,75,20,1042,28,-0.4013986782375235
10,2,3,1,4,15.33,1,5,-0.1289,518.59,592.991,600.376,533.67,528.907,594.086,544.774,529.449,563.735,582.804,30,30,30,30,5,25,0,835,23,0.25933178180876904
10,2,4,3,4,15.75,1,4,0.4009,519.701,501.402,494.377,474.999,548.552,510.669,482.017,485.538,505.932,469.538,1,0,3,5,0,2,0,1009,33,-0.332255975710153
10,1,1,1,3,15.75,1,4,-0.1812,599.354,561.024,609.136,575.226,608.861,582.879,559.622,581.075,551.079,614.908,0,0,0,0,0,5,0,587,23,0.5096102801213008
10,1,3,3,3,15.75,1,4,-1.2716,519.846,528.418,497.234,475.333,545.512,484.072,533.752,487.206,508.829,436.043,26,0,43,31,0,10,3,607,23,-0.3084631881019364
10,2,3,2,4,16,1,8,0.963,631.892,615.388,648.84,656.203,631.209,627.896,655.734,621.543,636.001,650.279,100,54,100,100,53,100,20,1050,33,1.037661314699255
10,1,1,1,2,15.67,1,5,-1.2891,473.526,484.641,487.29,474.347,482.131,445.477,452.847,498.23,474.614,423.908,7,9,5,5,19,3,0,485,23,-0.6259624120133294
10,1,3,2,4,15.5,1,10,1.1324,483.259,507.933,501.224,422.139,522.399,469.673,472.961,497.853,459.624,476.037,10,10,50,50,0,20,5,1231,28,-0.5108551325939851
10,1,2,2,4,16.17,1,4,-0.7391,464.569,487.183,532.605,473.388,479.739,480.827,495.133,480.691,520.211,512.543,10,0,50,45,0,5,0,145,18,-0.3970664523997716
10,1,1,1,3,15.67,1,4,-0.7473,481.066,488.563,537.36,470.31,498.835,456.447,473.97,448.612,478.651,431.48,20,0,20,2,0,3,0,593,13,-0.557840079538619
10,1,2,2,4,16,1,8,0.2428,405.773,421.223,423.158,442.656,435.518,389.735,424.865,438.803,417.966,406.824,20,0,20,2,0,3,0,593,13,-1.1113170027351462
10,2,4,2,4,15.83,1,4,-0.5887,621.893,610.952,572.702,601.891,601.294,587.641,616.784,598.268,621.795,608.458,26,0,43,31,0,10,3,607,23,0.7074752671353345
10,1,3,2,4,15.75,1,7,0.1736,725.393,785.818,679.086,715.054,691.509,710.316,689.969,675.883,674.18,698.456,73,71,91,96,11,95,6,1020,28,1.7013245815767455
10,1,3,3,4,15.83,1,4,0.0481,531.243,547.041,555.115,542.305,505.016,564.666,476.028,541.325,540.532,521.069,46,54,57,53,56,55,0,499,23,-0.004272288132935846
10,2,3,3,3,16.17,1,4,-0.8835,675.983,676.719,598.179,642.592,660.856,625.158,626.168,644.187,652.994,646.565,50,10,50,10,0,20,0,616,23,1.110543632527888
10,1,4,1,4,16.17,1,9,0.6511,518.713,468.831,507.322,486.454,454.217,480.135,484.416,498.072,467.744,509.765,30,20,80,20,11,20,1,1091,28,-0.4482522654229914
10,1,2,2,4,16,1,4,-0.733,583.362,566.821,589.667,571.959,542.269,550.993,551.933,559.885,571.475,561.94,10,10,5,5,0,3,1,993,28,0.31901350420405683
10,2,3,1,4,15.92,1,4,-0.3392,585.669,569.701,626.795,617.99,627.677,696.143,524.343,650.918,568.986,579.527,30,30,30,80,0,10,1,623,23,0.7118599610694663
10,2,3,2,3,15.5,1,4,-0.4017,531.633,593.914,565.265,551.731,569.714,523.225,577.06,542.314,480.307,538.802,60,31,61,20,60,19,2,246,23,0.144194300872806
10,2,4,4,4,15.58,1,4,-0.1755,574.9,567.132,582.181,542.792,536.382,543.474,549.893,582.21,595.642,549.627,10,10,10,10,0,9,0,256,23,0.29318286569807833
10,2,1,1,3,15.67,1,4,-0.546,563.664,482.859,527.372,495.979,489.642,482.915,545.438,550.87,475.766,480.754,10,0,10,10,0,5,0,596,23,-0.23069314659940449
10,1,1,3,4,16.17,1,5,0.3948,573.588,602.35,610.934,625.81,613.808,633.572,613.589,640.742,616.689,585.826,37,32,46,26,10,2,0,887,28,0.781723673624194
10,1,3,2,3,15.5,1,8,0.112,422.051,355.576,396.574,420.203,414.591,388.787,397.863,393.424,377.29,416.643,35,52,77,82,68,52,0,610,23,-1.3323863611719986
10,1,2,2,3,16,1,4,1.7152,554.756,525.309,514.65,493.133,486.464,452.09,499.986,477.946,535.094,469.458,20,0,20,2,0,3,0,593,13,-0.3162929678725624
10,1,1,1,4,15.75,1,4,-0.781,425.025,411.904,400.531,382.75,343.149,370.917,394.753,411.599,371.597,383.022,52,100,99,100,0,90,0,208,23,-1.4195725730715394
10,2,2,3,4,15.83,1,4,-0.1467,439.318,433.393,402.187,416.006,431.158,433.111,441.364,436.24,423.687,474.442,10,0,10,10,0,5,0,596,23,-0.9872968098666128
10,1,2,2,3,15.67,1,3,-0.9674,367.097,371.503,409.279,341.869,387.444,416.973,395.256,362.726,389.761,325.632,1,1,1,1,1,1,1,494,23,-1.5449063157460885
10,2,2,1,4,15.83,1,8,0.3867,498.371,555.963,517.562,557.061,539.332,510.275,548.321,538.939,491.788,498.978,9,17,11,22,3,25,0,938,23,-0.07085295311472956
10,2,1,1,4,15.5,1,4,0.4943,455.306,518.445,474.798,496.575,515.156,517.369,465.215,478.684,503.832,532.985,70,100,100,100,0,3,0,251,33,-0.3660830208869015
10,2,1,1,3,16,1,4,0.2728,547.401,527.233,608.01,618.566,650.455,621.006,622.512,598.121,621.992,580.718,22,2,37,13,0,13,0,745,23,0.6627114361317855
10,2,2,2,4,15.58,1,10,0.3142,521.381,534.735,549.278,551.954,485.554,546.305,525.08,498.984,545.611,474.369,20,25,25,10,10,10,1,642,28,-0.09318139019603094
10,1,1,2,3,16.25,1,5,-0.1909,574.417,592.55,578.89,586.876,577.652,539.352,624.237,621.181,552.559,597.02,20,0,20,2,0,3,0,593,13,0.5117521322745309
10,2,4,4,4,15.67,1,4,0.1009,658.296,693.089,705.914,696.665,660.254,704.931,686.701,599.726,649.602,641.559,11,0,11,9,0,11,0,744,33,1.3568322874412428
10,1,1,1,3,15.5,1,8,-0.3486,478.084,501.324,516.819,510.749,468.868,498.777,490.221,466.181,516.771,519.933,20,0,91,57,0,83,0,577,23,-0.3564145317809502
10,1,3,1,4,15.42,1,4,0.4702,565.723,563.856,549.102,574.08,573.186,587.762,577.565,556.863,545.552,550.435,0,0,15,15,0,33,0,313,18,0.31371966029705883
10,1,3,2,4,16.17,1,8,1.455,565.866,571.94,583.787,592.573,553.299,572.352,526.801,567.248,516.158,562.166,10,10,5,5,0,3,1,993,28,0.2805916745430982
10,1,3,3,4,15.92,1,10,0.5165,431.143,497.553,520.324,477.655,486.491,524.217,475.487,490.279,499.463,433.726,10,30,30,80,0,45,0,629,23,-0.48680383318482945
9,1,2,3,3,15.25,1,8,0.7062,571.668,550.824,592.867,552.236,527.878,599.397,548.009,533.551,568.486,559.924,30,20,20,15,0,3,0,1070,33,0.2748125722651183
10,2,3,3,4,15.58,1,7,0.7482,512.36,523.212,556.912,554.129,523.742,564.978,570.733,614.346,553.903,433.266,20,0,20,20,20,80,3,564,18,0.07919348833519775
10,2,3,1,1,15.25,1,8,0.7388,282.37,269.459,286.258,297.338,319.179,329.909,281.348,306.089,290.472,289.177,25,25,15,50,85,100,10,1010,28,-2.3538726006063375
10,1,2,2,3,15.67,1,8,1.1699,774.34,717.859,769.65,751.423,760.09,707.38,746.817,704.318,800.413,765.932,5,1,5,5,100,2,0,526,18,2.1501130781371685
10,1,2,2,4,16.17,1,8,0.5823,516.349,494.918,586.735,566.908,543.267,562.6,555.673,577.536,528.409,563.301,30,30,30,31,0,3,0,938,33,0.16615671319479253
10,1,3,2,4,15.5,1,4,1.4268,700.661,637.44,645.154,698.533,674.699,732.567,672.086,647.393,648.639,711.338,10,5,30,10,2,5,1,1004,28,1.4279529882815607
10,2,3,2,4,16.08,1,4,0.0796,655.855,606.231,631.64,644.768,617.947,603.716,602.315,583.562,619.295,618.224,15,21,15,21,7,23,1,972,33,0.8473742947463001
10,1,1,1,3,15.5,1,4,-0.4993,477.958,452.592,472.388,488.489,470.731,387.148,401.896,419.671,411.448,447.507,10,0,10,10,0,10,0,669,23,-0.8913799340710216
10,2,4,4,4,16.17,1,9,0.7025,651.246,656.32,625.336,641.503,661.761,627.418,612.538,570.58,700.517,673.738,50,10,50,10,0,20,0,616,23,1.0831339073090662
10,2,3,3,4,16,1,8,0.7029,643.292,711.094,690.021,697.21,670.244,690.622,660.55,717.172,699.972,691.855,2,10,15,3,0,3,0,701,23,1.5290707180818488
10,1,1,1,4,15.92,1,8,0.2017,351.718,355.624,411.766,365.963,328.578,413.772,344.206,388.517,376.594,348.025,40,0,40,20,0,2,0,868,23,-1.627746501902087
10,2,3,2,3,15.75,1,9,0.7088,590.384,527.576,642.252,575.677,627.996,579.068,619.673,599.477,639.07,609.242,100,100,100,100,100,100,0,956,23,0.6764612549996033
10,1,2,2,3,16,1,8,0.933,510.162,462.233,513.483,502.496,508.685,551.047,568.625,539.058,494.991,526.696,40,0,40,20,0,2,0,868,23,-0.14776304937617685
10,1,2,1,4,15.67,1,4,0.1029,574.121,538.002,565.049,567.737,559.402,526.434,577.614,518.262,538.82,556.127,11,0,11,9,0,11,0,744,33,0.19214906385784847
10,1,2,2,3,15.75,1,8,0.8276,473.052,477.84,464.16,480.756,485.907,473.985,507.53,447.719,491.874,515.39,25,25,15,50,85,100,10,1010,28,-0.503967953085695
10,2,1,1,3,16.17,1,4,-0.4481,519.777,510.437,477.479,552.734,503.425,470.138,489.455,520.891,534.942,459.492,32,26,38,57,17,11,0,461,23,-0.2868918878960033
10,1,1,1,4,15.83,1,4,-0.2697,650.038,568.322,658.436,668.313,653.109,627.27,619.153,628.72,660.674,659.185,10,10,5,5,0,3,1,993,28,1.055139855540892
10,2,4,4,4,16.08,1,5,-1.1676,442.743,410.839,396.644,432.658,454.045,400.698,412.281,439.528,413.287,430.036,30,30,30,30,0,2,1,721,28,-1.085425202796221
10,2,2,2,4,15.92,1,4,-0.443,640.158,630.16,662.406,613.434,713.118,697.318,700.427,592.196,674.541,621.087,52,1,81,52,10,5,0,1250,28,1.207292427192032
10,2,3,3,4,16.08,1,9,1.2899,725.195,643.744,695.869,665.332,647.555,675.611,718.359,675.474,618.267,696.009,20,0,20,20,20,80,3,564,18,1.4204644326682567
10,1,3,3,3,16.08,1,8,0.7309,565.571,635.941,554.161,644.292,589.155,564.674,638.665,550.859,617.772,615.369,70,70,70,80,80,10,0,600,23,0.6436165470282504
10,1,3,3,4,15.58,1,8,1.0243,602.052,621.313,566.403,576.973,621.55,635.725,643.896,553.654,578.112,586.906,30,30,30,20,0,80,0,353,18,0.653969542264207
10,1,3,4,4,15.92,1,9,1.5335,623.304,596.413,609.243,608.119,527.084,630.524,642.951,586.741,597.115,620.883,51,11,51,53,0,100,2,809,28,0.7091759197378394
10,1,4,4,4,15.42,1,8,1.4887,718.469,687.728,650.852,702.157,637.478,683.745,678.834,649.131,671.853,687.918,30,10,30,10,10,30,1,727,28,1.427264188925768
10,1,1,1,4,15.58,1,8,-0.0473,466.327,470.017,448.496,498.494,494.248,482.501,469.23,502.245,523.285,511.625,20,0,20,2,0,3,0,593,13,-0.45698292592178674
10,2,4,4,4,15.5,1,10,0.8159,613.535,591.179,578.065,529.715,620.931,565.576,572.287,594.761,576.759,601.294,9,7,8,7,3,3,0,981,28,0.5106772877121036
10,2,2,1,4,16.17,1,8,0.363,581.518,560.977,539.191,526.548,531.925,551.721,535.161,547.098,597.337,532.252,10,0,10,10,0,5,0,596,23,0.1743730582368214
10,1,3,2,4,15.58,1,4,-0.4351,654.677,610.762,657.829,625.964,630.752,642.851,621.281,645.603,620.365,632.472,14,0,16,17,26,5,0,725,28,1.0047275930159494
10,2,2,2,4,15.58,1,8,0.152,354.5,361.375,346.978,384.726,342.561,377.243,396.961,406.912,416.868,352.928,20,10,15,15,2,5,0,696,28,-1.57106601650143
10,2,1,1,4,15.58,1,8,0.5091,541.029,554.932,522.08,525.13,525.807,545.109,520.021,545.521,511.117,575.525,14,21,23,23,2,3,1,900,23,0.03767666306717232
10,1,3,2,4,15.58,1,8,1.0601,624.173,622.398,608.695,616.711,606.19,601.479,602.184,606.696,618.653,569.401,1,1,5,5,5,5,0,493,23,0.7414646109540356
10,2,4,2,4,15.33,1,4,0.5488,693.085,690.68,726.976,678.915,685.829,680.734,696.073,732.797,647.292,717.384,28,5,10,100,100,80,1,159,18,1.6057357986816974
10,1,2,1,3,16.08,1,4,-0.1793,552.4,414.92,378.105,433.266,472.498,451.224,490.921,362.366,369.616,475.555,10,10,20,30,0,5,1,492,18,-0.9169276659551888
10,1,1,1,3,15.67,1,8,0.4634,462.499,428.829,475.441,426.876,432.558,378.344,405.607,412.511,448.397,450.104,20,75,30,40,35,60,1,523,28,-0.9982725483119934
10,2,4,4,4,16.08,1,7,0.4481,352.609,382.135,440.863,448.133,382.961,448.452,416.447,411.972,405.612,451.317,15,80,30,70,0,2,0,697,28,-1.175632430727085
10,1,1,2,4,15.58,1,9,1.1816,585.172,642.368,578.01,578.99,624.361,569.463,579.779,600.768,613.86,638.35,37,32,46,26,10,2,0,887,28,0.6761690811876329
10,2,1,1,4,15.58,1,10,0.6512,541.967,521.42,551.86,552.83,546.357,537.04,530.128,521.282,559.163,527.836,30,12,10,8,7,14,0,778,28,0.061473753166175225
10,2,1,2,3,15.42,1,4,-0.5238,592.783,511.529,555.442,550.932,564.496,580.218,584.874,557.947,600.66,575.679,30,30,30,30,0,2,1,721,28,0.34446337711259606
10,1,3,2,4,15.67,1,9,1.5852,470.826,589.204,576.134,574.266,559.238,544.003,516.859,536.65,550.554,559.538,51,11,51,53,0,100,2,809,28,0.14726788789345302
10,2,4,4,4,16,1,4,0.617,693.536,641.663,651.163,662.601,679.206,621.123,668.513,655.854,657.538,630.118,95,95,80,89,61,100,0,324,23,1.22159047258216
10,2,1,1,2,15.75,1,4,-1.4195,369.098,435.293,365.144,374.529,363.883,389.494,430.834,403.27,393.194,467.283,5,0,5,16,0,3,0,658,23,-1.3225268630102838
10,2,1,1,3,15.42,1,8,0.569,518.685,502.198,474.921,493.006,516.139,433.606,501.217,473.564,414.873,474.704,20,0,30,90,0,5,0,754,18,-0.5208427281869987
10,1,3,2,4,15.67,1,4,-0.8515,475.528,449.378,493.68,446.561,489.068,464.886,486.653,513.772,466.982,449.567,70,0,71,71,0,1,0,869,23,-0.5865852935670596
9,2,1,1,4,15.25,1,4,-0.8154,569.717,516.865,569.669,548.266,557.099,528.703,561.641,556.368,575.615,486.989,93,1,37,36,32,19,0,321,18,0.14174142591205616
10,2,1,4,4,15.92,1,5,0.2879,595.552,569.456,580.252,560.23,603.304,595.001,585.617,616.651,587.953,596.304,70,70,70,70,70,71,10,214,18,0.5569942052781857
10,1,2,2,4,16,1,9,1.4126,700.34,731.68,668.5,754.845,712.023,719.458,756.789,704.38,728.369,731.031,10,0,40,40,100,100,0,824,23,1.8630210335630095
10,1,3,3,3,15.75,1,5,0.8956,484.599,536.606,525.928,588.098,512.506,466.901,546.221,490.848,550.283,506.331,1,1,50,50,0,10,0,804,38,-0.11812623965506662
10,1,2,1,4,15.83,1,4,-0.4987,487.065,462.68,416.675,417.126,448.798,406.267,488.916,469.03,452.327,453.306,20,50,50,100,0,30,2,838,28,-0.8176993800366115
10,1,2,2,4,15.75,1,10,1.1896,615.224,562.913,563.128,574.381,542.764,575.845,544.665,559.991,560.051,566.871,15,20,20,70,0,12,1,364,23,0.3345454263071788
10,2,4,4,4,16.17,1,4,-0.2709,600.911,557.717,595.836,591.705,546.618,588.168,583.224,593.866,566.751,574.981,4,1,10,13,9,9,14,800,23,0.4674779581657307
10,2,1,1,3,15.75,1,4,-0.0271,583.587,626.126,659.625,592.563,636.169,567.31,628.105,652.185,625.315,627.089,20,21,39,39,3,63,0,924,28,0.8611308373212603
10,2,1,1,3,15.75,1,4,-0.9261,443.199,421.224,401.896,462.429,478.75,406.733,392.761,439.297,411.31,400.359,66,67,68,46,30,48,0,673,23,-1.0610243671689337
10,1,2,1,4,16,1,8,0.7492,442.354,473.594,519.415,414.533,482.769,505.799,513.163,478.605,517.876,462.475,20,45,23,55,14,18,4,286,23,-0.5114005106281547
10,1,2,2,4,15.42,1,8,0.9172,365.772,364.032,422.398,384.837,345.044,355.865,363.081,398.556,395.878,372.001,46,54,57,53,56,55,0,499,23,-1.5463222831803292
10,1,2,2,4,15.92,1,7,0.9294,692.907,675.963,677.131,653.04,659.938,674.584,646.648,679.521,729.773,666.762,40,30,40,20,5,1,1,108,23,1.414827415578229
10,1,1,1,4,15.67,1,4,-0.5173,343.457,410.713,368.898,381.948,351.889,423.032,393.583,458.457,408.914,429.675,10,10,10,10,29,9,0,873,28,-1.3443100936689831
9,2,2,2,3,15.25,1,8,-0.4513,548.214,454.692,465.223,558.77,596.763,464.17,520.085,547.387,553.234,559.969,2,0,10,70,0,10,0,169,23,-0.05928642383351779
10,2,3,2,3,15.58,1,4,-0.5503,499.357,471.041,469.659,519.864,417.921,439.667,453.648,452.776,491.009,466.607,14,21,23,23,2,3,1,900,23,-0.6404008043362719
10,1,2,3,4,15.83,1,9,1.4826,529.861,495.818,502.519,494.68,480.232,464.794,464.769,422.43,474.842,498.996,10,5,30,10,2,5,1,1004,28,-0.4945197160111025
10,2,2,1,4,15.92,1,8,0.5094,507.441,524.774,491.761,501.27,522.59,522.536,526.604,499.156,525.237,498.795,10,16,16,71,3,9,0,642,28,-0.20514027567068455
10,2,2,2,4,16,1,4,-0.7106,634.268,631.354,601.699,628.204,610.251,664.813,678.504,663.575,666.37,653.078,20,25,25,10,10,10,1,642,28,1.0951875651371077
10,1,2,2,4,16.25,1,10,1.5902,566.99,565.419,596.85,628.914,589.678,607.078,523.302,589.542,571.672,588.951,15,17,18,17,20,22,22,394,23,0.4948068632051851
10,2,4,4,4,15.42,1,4,-1.4774,483.922,454.307,442.751,457.825,455.645,522.694,503.277,388.186,440.202,418.236,34,50,1,1,1,0,1,463,18,-0.7516533702121145
10,1,2,2,4,16,1,5,-0.4534,469.984,480.012,424.275,452.077,438.945,444.841,440.765,511.755,479.471,486.722,11,0,11,9,0,11,0,744,33,-0.6930400719161443
10,2,1,1,3,15.5,1,8,0.373,609.404,613.912,608.128,584.283,583.959,588.224,554.663,599.675,565.758,625.108,60,60,75,90,0,100,0,387,18,0.5984349208486157
10,2,1,1,4,15.42,1,4,0.5813,486.676,483.231,460.728,483.734,480.016,487.51,454.864,503.055,445.62,419.863,52,1,81,52,10,5,0,1250,28,-0.6173966021502313
10,1,3,3,4,15.58,1,4,1.0316,788.477,755.141,658.644,791.227,779.776,678.489,791.123,741.093,733.669,731.291,0,0,0,0,0,5,0,587,23,2.101383564855691
11,1,2,2,4,16.08,1,8,1.3332,667.111,667.971,643.04,624.379,619.09,640.422,642.844,638.092,664.578,636.884,10,5,30,10,2,5,1,1004,28,1.1061727567840516
10,2,2,2,3,15.92,1,9,-0.4355,482.984,496.028,554.809,560.515,515.342,538.322,575.44,577.608,554.237,529.972,34,50,1,1,1,0,1,463,18,0.05751209701214493
10,2,3,2,3,15.75,1,4,-0.7781,530.32,545.772,600.916,585.939,592.778,623.694,536.207,550.001,631.038,605.841,10,16,16,71,3,9,0,642,28,0.47051776719670724
10,2,1,1,4,15.58,1,8,0.7994,508.849,481.09,529.044,549.515,531.561,479.911,486.88,501.394,514.15,417.759,16,14,19,3,6,100,0,708,23,-0.3253740534448569
9,2,2,2,3,15.25,1,8,-0.0041,541.225,538.642,529.926,516.018,589.322,592.39,554.363,512.679,584.445,589.736,2,1,1,7,0,4,0,799,28,0.21990741384888646
10,2,3,2,3,15.92,1,9,1.1194,617.871,671.978,628.545,650.101,625.187,665.442,602.805,648.738,611.573,702.035,25,25,15,50,85,100,10,1010,28,1.0854885672550574
10,2,4,4,4,16.25,1,10,0.3107,499.041,465.947,468.864,515.958,431.439,494.492,492.89,453.789,505.837,496.57,15,17,18,17,20,22,22,394,23,-0.4972572690501956
10,2,1,1,4,15.5,1,3,-0.2774,388.688,356.125,349.578,341.677,342.027,333.777,402.429,369.034,371.435,354.358,10,30,30,80,0,45,0,629,23,-1.701977575452059
9,2,3,3,3,15.25,1,8,0.8087,612.802,645.705,601.603,610.706,607.864,628.521,598.198,614.935,632.322,641.48,2,1,1,7,0,4,0,799,28,0.8580663403336527
10,2,2,1,4,16.08,1,8,0.8627,611.656,613.643,600.616,586.889,597.033,630.59,638.373,634.737,653.197,669.731,52,1,81,52,10,5,0,1250,28,0.9008917752748885
10,1,2,1,4,15.58,1,4,-0.4128,438.156,469.655,431.036,459.932,485.714,540.033,450.818,458.374,469.566,479.211,10,5,30,10,2,5,1,1004,28,-0.638554827222591
10,1,2,2,4,16.17,1,8,1.1709,329.699,361.801,348.14,364.639,378.454,310.784,369.552,367.503,333.168,348.042,50,29,4,3,3,89,2,66,13,-1.799491024522568
10,2,1,1,1,16.08,1,5,-1.4805,377.072,415.017,416.91,447.398,411.46,404.575,378.661,382.343,435.794,405.862,5,6,5,3,1,1,1,500,13,-1.241204653883361
10,1,1,1,2,16,1,8,0.825,591.666,600.541,595.203,604.509,574.096,570.179,604.106,628.415,603.234,567.644,40,0,40,20,0,2,0,868,23,0.6056959864694577
10,1,1,2,3,15.58,1,5,0.0213,632.928,619.791,616.162,633.447,695.367,617.552,654.382,603.201,658.634,637.685,26,0,43,31,0,10,3,607,23,1.0319769268316155
10,2,1,1,1,16.08,1,4,-0.6125,373.508,329.147,395.942,341.09,338.166,310.256,348.464,385.179,377.367,345.954,20,20,33,39,41,32,11,972,23,-1.7668145637870096
10,1,1,1,4,15.58,1,4,0.2356,363.71,388.685,350.121,423.41,374.258,382.94,483.084,401.142,411.147,376.808,20,20,20,20,0,2,0,783,23,-1.3577446106972477
10,1,1,1,4,15.58,1,4,-1.4072,351.439,387.59,339.866,280.07,321.912,354.761,356.678,299.303,348.52,347.426,10,10,5,40,35,5,0,98,18,-1.921223555875213
10,2,3,3,4,15.33,1,9,0.9547,699.67,663.506,686.391,658.398,655.167,729.654,689.185,727.801,678.479,591.51,80,80,63,62,5,10,0,980,28,1.438553206288354
10,2,3,2,3,15.5,1,8,1.2131,417.965,453.992,448.391,453.259,471.616,433.807,462.452,412.2,436.85,438.012,10,0,10,10,5,5,0,378,23,-0.8905618502638691
10,2,1,1,3,15.42,1,4,-1.1334,405.209,403.784,421.924,425.796,374.802,426.069,375.853,421.248,383.308,375.696,0,0,0,0,0,0,0,147,18,-1.3023847972951477
10,2,1,1,3,15.42,1,4,-0.2179,437.501,439.799,443.241,441.02,492.834,421.036,434.461,479.655,444.017,406.121,0,0,0,0,0,0,0,147,18,-0.8807699707849914
10,2,2,2,3,15.75,1,10,1.433,587.655,611.114,628.15,588.839,573.723,577.807,580.994,647.656,598.723,578.907,22,2,37,13,0,13,0,745,23,0.6385762476483993
10,2,2,2,4,16.08,1,8,1.4966,571.719,579.969,524.303,575.038,556.623,584.069,584.561,563.789,582.481,583.051,1,1,50,50,0,10,0,804,38,0.37502900131236105
10,1,1,1,4,15.5,1,7,-0.5886,466.454,482.038,435.175,472.375,477.454,493.628,522.47,453.583,512.315,496.937,10,20,20,30,0,20,0,763,33,-0.5089198253669993
10,2,4,4,4,15.92,1,8,1.2413,664.6,649.674,677.971,681.385,657.377,649.379,700.032,653.963,663.726,598.539,50,15,50,30,0,5,5,524,18,1.2573849506806807
10,1,3,3,4,16.17,1,8,0.2973,495.532,472.031,500.09,452.11,499.34,478.984,501.041,435.073,439.279,508.755,80,0,90,90,0,5,0,612,23,-0.5401782190827925
10,1,1,1,4,15.75,1,8,1.4184,540.624,551.641,528.374,548.222,595.098,554.481,595.276,585.957,556.776,531.623,5,1,5,5,100,2,0,526,18,0.25817589432790045
10,2,2,2,2,15.42,1,9,0.9101,506.727,503.258,453.966,498.529,435.27,474.956,523.868,460.914,407.113,505.189,50,29,4,3,3,89,2,66,13,-0.5521944652174773
10,1,2,1,3,16.17,1,8,-0.8497,432.174,388.788,362.431,390.616,444.548,419.416,432.844,431.602,427.232,400.821,45,28,60,75,15,15,0,856,23,-1.1855425509845101
10,1,2,2,3,15.58,1,8,0.3758,592.934,665.052,651.695,652.022,645.734,667.251,657.754,638.25,653.111,658.905,100,99,97,99,99,99,0,713,23,1.1444976881760431
10,1,3,2,4,15.83,1,7,1.6834,663.308,638.591,655.97,670.203,639.987,701.785,682.414,660.395,647.494,650.639,80,0,40,20,0,10,1,729,28,1.2717500740794387
10,1,4,2,4,15.75,1,8,0.9261,695.137,813.331,730.74,786.986,732.714,748.303,788.477,718.367,710.175,696.846,5,20,79,20,86,99,0,1078,23,2.0742362774673184
