ST001D01T,ST004D01T,ST268Q01JA,ST268Q04JA,ST268Q07JA,AGE,IMMIG,MISCED,ESCS,PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH,SC064Q05WA,SC064Q06WA,SC064Q01TA,SC064Q02TA,SC064Q04NA,SC064Q03TA,SC064Q07WA,SCHSIZE,MCLSIZE,LV_SMP
10,2,4,4,4,15.92,1,8,1.4548,649.233,660.038,711.565,769.878,726.469,700.32,710.958,721.77,668.174,689.893,78,0,91,100,3,100,0,376,23,1.6643664608042776
10,2,3,2,4,16.08,1,8,1.2892,592.687,612.968,652.796,598.039,603.875,617.977,574.91,592.984,595.394,586.914,10,10,40,90,10,10,0,780,28,0.6934358070162046
10,2,4,3,4,15.67,1,8,0.2987,680.559,688.822,659.344,666.488,618.164,663.962,729.806,627.751,655.724,714.603,20,0,60,90,0,2,0,1098,23,1.3659117518404995
10,2,3,2,4,16.17,1,8,1.1816,544.984,610.195,557.501,525.085,549.444,569.34,552.041,580.443,554.165,597.049,22,2,37,13,0,13,0,745,23,0.3090999998238183
10,1,3,2,4,16.08,1,8,0.6157,538.355,490.086,559.564,517.276,546.006,549.635,536.049,526.59,518.763,522.154,10,21,20,22,10,29,1,505,23,-0.023029971361318603
10,1,2,2,4,16,1,4,-0.9792,431.567,401.845,422.985,387.556,410.771,404.617,356.315,425.166,365.847,410.107,10,10,10,10,0,9,0,256,23,-1.300207476806184
9,1,3,3,4,15.25,1,8,0.5011,581.016,647.596,563.223,534.549,645.264,579.16,572.413,640.324,560.053,554.447,2,0,10,70,0,10,0,169,23,0.5436791291868097
10,2,3,2,4,15.5,1,8,-0.1526,561.475,537.247,519.035,516.018,542.481,603.827,521.647,506.811,528.259,538.236,32,26,38,57,17,11,0,461,23,0.047401201666195734
10,2,1,1,3,16.08,1,4,-1.164,456.177,501.952,426.27,469.918,458.483,465.879,428.106,484.388,474.535,420.159,100,100,100,100,2,100,100,436,23,-0.7356043468537212
10,1,1,1,4,15.75,1,4,0.069,421.947,415.284,361.382,369.069,396.51,405.555,420.418,391.542,397.507,414.972,5,5,30,80,0,3,0,521,23,-1.3204572001872947
10,2,2,2,3,15.67,1,8,1.4606,712.359,738.745,713.884,714.315,757.784,708.156,745.316,728.855,721.833,727.553,92,92,91,92,92,92,0,568,28,1.9226840033014487
10,2,1,2,4,15.42,1,4,-0.1142,618.805,624.657,598.286,594.468,576.311,579.962,609.438,567.708,573.279,562.34,70,33,90,50,20,20,0,577,23,0.572064570898564
10,1,1,1,4,16.17,1,4,-0.8465,396.76,332.992,377.671,424.621,409.337,384.423,334.481,392.157,299.432,369.892,52,100,99,100,0,90,0,208,23,-1.5923895884814294
10,2,2,2,4,15.58,1,8,0.7527,556.421,532.836,517.938,566.202,525.271,536.505,544.03,534.188,579.934,523.018,10,0,40,40,100,100,0,824,23,0.08815325785771684
9,2,4,4,4,15.33,1,7,0.4991,655.861,679.593,729.762,710.466,675.517,693.259,733.09,717.975,641.99,696.483,30,20,20,15,0,3,0,1070,33,1.59110576840649
10,2,2,2,4,15.75,1,8,0.7309,565.422,647.34,479.128,595.565,547.689,567.067,573.562,640.642,602.754,564.031,70,55,70,50,5,5,4,922,23,0.4509586155057394
10,1,2,2,3,15.83,1,5,0.2752,463.925,444.567,392.903,390.282,440.83,404.732,433.629,442.544,369.678,420.467,20,75,30,40,35,60,1,523,28,-1.1142860824964007
10,1,1,2,4,15.67,1,9,1.2278,523.818,500.962,528.804,514.673,514.803,536.457,522.097,548.839,530.647,515.226,50,6,74,25,57,82,2,700,23,-0.09065269649029022
10,2,1,1,3,16,1,4,0.4808,510.761,505.885,526.48,536.132,471.485,486.559,459.972,475.675,471.628,479.181,70,33,90,50,20,20,0,577,23,-0.4012040967680472
10,1,3,2,4,16.08,1,10,0.067,467.222,484.334,484.07,457.214,444.137,478.378,467.598,477.158,493.576,466.883,10,5,30,10,2,5,1,1004,28,-0.6014653205529075
10,1,2,1,4,15.5,1,8,0.7463,644.045,601.156,579.623,603.012,530.233,514.415,585.978,541.052,602.174,530.309,11,0,11,9,0,11,0,744,33,0.4002825422100667
10,1,3,1,4,15.42,1,9,0.5989,415.361,399.167,412.191,383.549,362.202,385.12,355.936,363.643,391.12,375.642,80,80,80,80,15,15,0,576,28,-1.4704387881575158
10,2,1,1,3,15.75,1,8,0.5419,298.29,396.489,312.222,381.865,312.063,335.294,379.86,304.823,250.448,333.883,25,25,15,50,85,100,10,1010,28,-2.0030621474794024
10,1,1,1,4,15.5,1,5,0.3427,714.967,702.133,707.969,745.467,688.62,663.903,696.441,668.605,686.145,708.151,30,10,30,10,10,30,1,727,28,1.6386479217673464
10,2,2,2,4,15.5,1,8,0.326,561.322,562.043,526.801,551.955,555.415,548.752,568.101,581.563,542.331,554.382,20,0,20,20,20,80,3,564,18,0.22265782675576148
10,2,2,1,4,16,1,7,0.6057,546.22,509.825,557.415,545.84,552.743,524.514,525.675,524.127,497.77,504.426,30,20,30,100,0,30,0,658,23,-0.03951079471299558
10,2,1,1,1,15.58,1,8,0.6748,443.785,434.715,430.425,440.166,421.758,398.553,461.018,429.909,438.49,420.312,20,10,10,10,1,1,1,702,18,-0.9990099237339495
9,2,3,2,4,15.33,1,9,0.4712,493.174,514.171,449.056,487.292,458.353,497.306,519.811,450.77,447.851,474.716,50,30,40,10,20,20,0,622,28,-0.5292860879435044
10,1,1,1,3,15.42,1,4,-0.9504,518.319,482.113,527.666,474.057,504.482,513.662,517.937,516.25,512.655,533.63,1,0,3,5,0,2,0,1009,33,-0.22476004090836837
10,2,3,3,3,16,1,8,1.398,680.409,694.23,675.422,700.995,703.544,654.294,623.484,733.878,675.508,695.757,10,3,10,5,0,2,0,658,23,1.493490537578976
10,1,3,3,3,15.58,1,4,0.5294,516.436,503.081,472.137,546.589,543.771,499.315,522.256,522.738,528.098,531.966,15,21,15,21,7,23,1,972,33,-0.1400422954250086
10,2,1,1,2,16,1,4,-1.4726,334.09,279.636,342.368,305.598,318.906,276.467,352.898,280.659,361.753,332.38,5,6,5,3,1,1,1,500,13,-2.1221486571328954
9,2,4,4,4,15.33,1,5,-0.2073,673.026,608.552,591.874,590.987,642.739,597.725,641.08,581.523,637.2,645.041,30,100,30,100,0,10,0,558,28,0.874234153755011
10,2,4,3,4,16,1,8,-0.0153,719.786,713.383,640.252,680.54,663.837,699.141,691.333,663.638,695.824,659.292,5,0,10,5,30,5,0,729,23,1.4857830882042018
10,2,3,2,4,15.5,1,4,-0.3443,452.167,487.631,454.272,427.643,490.863,489.09,450.028,510.779,441.307,392.775,20,10,10,10,0,5,2,677,23,-0.7251021861534243
10,1,1,2,3,15.58,1,8,0.8823,581.012,593.09,566.142,588.284,568.682,586.033,579.256,574.79,612.164,560.624,2,10,17,18,1,61,0,968,28,0.4780458440390618
10,1,2,2,3,16.08,1,3,-1.1802,509.078,547.816,568.434,511.541,532.542,540.773,561.446,531.916,509.827,505.551,2,0,10,5,0,10,0,448,18,-0.00864709119627453
10,1,2,1,3,15.5,1,4,-0.1832,596.407,645.441,579.54,635.32,639.513,601.782,623.604,616.493,600.239,611.446,70,0,71,71,0,1,0,869,23,0.8140825504352144
10,2,3,1,4,15.92,1,8,0.6814,569.894,626.577,604.161,628.176,655.16,571.39,594.731,628.353,639.048,602.516,20,20,19,50,0,2,0,464,18,0.7838527480886044
10,2,2,2,3,15.83,1,4,-1.3812,433.228,415.381,443.871,443.703,423.741,491.14,447.152,488.376,472.79,457.095,20,0,20,20,10,10,0,301,28,-0.8032419379259605
10,2,2,2,3,15.42,1,4,0.2391,551.476,522.084,559.449,499.006,526.74,512.791,504.143,576.219,565.992,506.576,70,100,100,100,0,3,0,251,33,-0.004340225643843471
10,1,3,2,3,15.67,1,4,-0.9025,567.045,619.802,587.051,574.782,630.499,596.314,567.591,570.567,618.618,567.554,10,5,30,10,2,5,1,1004,28,0.5663727544024282
10,1,3,2,4,16.08,1,4,0.7341,487.904,524.759,510.125,479.087,480.606,499.908,521.184,496.472,510.576,475.72,10,10,50,50,0,20,5,1231,28,-0.33786341190474906
10,2,1,1,4,16.08,1,4,-1.4253,469.594,455.795,497.257,463.601,485.425,443.541,519.162,459.612,465.665,479.206,20,20,33,39,41,32,11,972,23,-0.5830214382517825
10,1,1,2,3,16.08,1,4,-0.956,496.827,484.331,510.854,496.513,493.621,494.08,462.423,497.579,450.986,483.655,5,0,5,16,0,3,0,658,23,-0.4536143155109456
10,1,1,2,2,16.17,1,4,-1.3701,357.549,397.562,339.812,361.868,324.005,333.16,388.489,440.108,373.134,385.94,66,67,68,46,30,48,0,673,23,-1.611255552059213
10,1,2,2,4,16.17,1,4,0.1996,618.156,538.692,652.592,649.079,619.499,727.319,634.477,698.089,611.523,649.531,20,75,30,40,35,60,1,523,28,1.0615473473073356
10,1,2,2,4,15.5,1,8,1.3543,693.354,651.924,638.395,754.899,672.479,682.402,722.973,620.376,716.994,660.472,50,72,75,75,50,100,0,950,28,1.4742552791253163
10,2,1,1,1,15.83,1,4,-0.757,358.776,434.97,342.297,405.345,376.912,427.574,369.666,341.184,503.064,402.126,30,30,30,30,0,2,1,721,28,-1.3516704230570666
10,2,2,2,4,16.17,1,4,0.3316,558.582,573.535,632.278,552.361,611.57,579.583,537.8,563.526,539.461,584.094,10,30,30,50,80,90,0,765,28,0.3999059866959426
10,1,2,2,4,15.58,1,9,-0.0377,326.654,319.583,384.242,322.106,340.896,390.5,314.27,323.623,336.176,322.988,17,54,61,39,1,77,0,662,28,-1.9284859969894554
10,1,2,2,3,16.17,1,4,0.3224,587.374,571.396,581.954,576.04,565.216,669.421,537.932,586.5,570.425,585.728,30,2,49,27,18,25,0,935,28,0.4994802891095803
10,1,2,2,3,15.75,1,8,0.9345,547.712,537.63,602.2,485.205,495.81,580.022,538.475,496.791,517.921,556.052,70,70,70,80,80,10,0,600,23,0.030200259405078856
10,2,2,2,4,16.08,1,7,-0.26,436.897,452.602,516.29,474.19,488.092,464,474.122,543.365,500.572,578.868,10,0,10,10,0,5,0,596,23,-0.39592077120199287
10,2,3,3,3,15.75,1,10,0.5084,690.987,749.89,754.738,739.446,740.385,705.508,720.338,757.905,739.026,762.506,70,10,70,70,3,5,0,260,13,2.012881477781155
10,2,3,2,4,15.92,1,8,0.8455,712.155,691.596,705.991,676.329,793.693,727.841,761.131,741.364,736.845,769.823,5,20,79,20,86,99,0,1078,23,1.9707700547860731
10,1,2,2,3,15.92,1,8,0.9268,601.849,572.303,579.833,643.321,605.939,591.574,557.222,657.061,615.206,617.16,10,37,70,96,88,25,0,340,33,0.7057694968416977
10,1,1,2,3,16,1,9,1.1808,487.788,485.074,506.568,516.019,511.056,467.661,486.753,480.277,477.958,507.739,40,0,40,20,0,2,0,868,23,-0.3977114700117444
10,2,2,2,4,15.75,1,4,0.0461,656.313,648.564,636.336,682.535,628.054,628.715,696.692,650.356,671.768,626.009,14,0,16,17,26,5,0,725,28,1.187068516503876
10,2,2,2,4,15.83,1,4,0.3404,471.188,382.061,432.273,405.317,431.356,457.12,454.217,434.957,429.293,471.976,6,2,12,22,7,4,0,730,28,-0.9483633543943172
10,1,2,2,4,15.58,1,4,0.1015,588.149,568.817,522.433,596.039,523.29,578.571,561.618,540.057,549.216,587.129,20,20,20,20,0,2,0,783,23,0.28534767068940814
9,2,1,1,3,15.25,1,8,0.524,457.675,442.055,388.29,405.529,472.357,423.889,456.352,417.946,441.761,442.859,2,0,10,70,0,10,0,169,23,-0.9694008109416408
10,2,3,3,4,15.75,1,8,0.9485,531.544,562.018,585.235,597.151,618.583,552.825,574.5,526.937,541.698,544.574,22,2,37,13,0,13,0,745,23,0.3041839452687091
10,1,2,2,4,15.92,1,8,0.5561,625.015,607.581,603.006,587.578,660.17,580.562,614.699,592,651.049,581.33,50,5,50,50,50,20,0,747,33,0.767844302857796
10,2,4,3,4,15.83,1,8,-0.4887,562.858,620.381,550.98,530.767,605.891,605.283,563.976,607.841,598.458,587.874,10,5,10,6,0,14,0,1040,28,0.5015006574731425
10,2,1,1,2,15.5,1,8,0.5853,427.717,435.02,472.756,455.548,461.998,436.391,468.053,442.257,464.619,449.344,93,90,90,90,89,90,91,286,18,-0.8062740410412692
10,2,3,3,3,15.92,1,4,-0.1229,694.878,686.719,757.386,639.599,660.838,705.561,670.297,605.305,617.912,675.365,20,10,10,10,1,1,1,702,18,1.3729374001729384
10,2,4,4,4,15.92,1,8,0.793,473.668,460.662,477.566,490.755,493.796,497.38,441.644,467.953,500.802,488.482,10,5,15,10,1,1,0,572,18,-0.5303374840504914
10,2,1,1,4,15.92,1,4,-0.2603,613.809,636.98,640.688,648.242,615.229,603.421,574.574,599.097,592.533,560.518,50,10,50,10,0,20,0,616,23,0.7489839423007363
10,2,1,1,4,15.42,1,4,-1.2964,477.102,489.104,510.794,512.175,519.244,573.189,517.067,508.452,495.967,414.103,10,5,10,6,0,14,0,1040,28,-0.30695733753712956
10,2,1,3,3,15.67,1,4,-0.1358,644.593,603.078,624.669,619.93,602.614,579.046,576.062,568.532,583.524,561.093,30,12,10,8,7,14,0,778,28,0.6285342723478473
10,2,1,1,1,16.17,1,5,0.6017,424.415,417.996,410.126,376.418,434.269,373.907,377.682,366.342,389.771,439.715,30,30,20,50,0,10,0,485,18,-1.3055737009752222
10,2,2,2,3,15.83,1,5,0.2999,562.967,632.603,589.704,603.581,592.054,639.084,538.848,481.549,628.925,565.979,60,60,75,90,0,100,0,387,18,0.5033910069489886
10,1,2,1,4,16,1,3,-0.0765,439.835,453.266,458.927,415.073,387.66,496.658,464.736,463.967,451.14,472.23,20,0,91,57,0,83,0,577,23,-0.8157027900389154
10,1,4,3,4,15.75,1,8,1.3657,680.461,598.264,685.893,691.601,706.476,627.703,637.8,633.42,663.242,721.878,10,5,30,10,2,5,1,1004,28,1.3057765834950534
10,1,2,2,3,16,1,4,-0.901,527.434,465.759,500.142,538.35,469.92,493.227,486.933,529.798,475.301,519.71,100,0,100,100,0,100,0,13,13,-0.3188292067000697
10,1,2,1,3,15.92,1,8,0.1149,503.168,544.738,430.44,422.799,469.597,580.738,496.343,474.295,517.977,557.069,1,0,3,5,0,2,0,1009,33,-0.32594836490175394
10,2,4,3,4,16.08,1,10,1.6649,591.123,666.92,667.569,662.763,671.825,646.51,620.966,634.927,731.983,624.946,47,14,90,29,0,4,0,763,23,1.1803989225222613
10,2,4,3,4,16,1,4,0.031,510.618,451.463,526.391,497.811,469.606,478.338,503.073,452.52,420.322,502.712,30,12,10,8,7,14,0,778,28,-0.5101631412719908
10,2,3,3,3,15.42,1,4,0.2259,610.943,626.231,657.973,665.507,612.968,608.662,658.513,640.629,644.664,582.156,10,30,30,50,80,90,0,765,28,0.9713227576561275
10,2,2,2,4,15.92,1,8,0.3731,523.974,605.781,621.255,635.917,592.634,605.861,612.613,627.881,584.488,608.409,90,50,90,20,99,43,0,899,28,0.6843489923138028
10,1,2,2,4,15.5,1,4,0.3046,563.417,545.629,550.747,561.97,603.229,538.945,532.398,539.122,531.264,512.703,26,0,43,31,0,10,3,607,23,0.14938181330368364
10,2,4,4,4,15.58,1,8,0.6342,449.126,428.286,457.519,430.297,376.343,417.127,369.226,407.868,453.362,417.515,20,20,19,50,0,2,0,464,18,-1.111380241292367
10,2,3,2,3,15.5,1,4,-1.509,513.452,514.968,520.854,521.429,547.903,531.19,508.228,510.176,519.107,497.21,20,10,10,10,1,1,1,702,18,-0.14212519638296428
10,1,2,2,4,16,1,4,-0.7723,529.191,525.569,496.542,496.462,523.182,541.47,545.087,497.563,507.056,496.711,7,9,5,5,19,3,0,485,23,-0.16653574606611238
10,1,1,1,4,16.08,1,4,-1.1195,410.774,377.361,444.941,398.294,439.636,426.37,409.387,403.044,444.479,391.856,50,39,33,50,18,5,1,640,23,-1.170424999213346
10,2,4,4,4,15.92,1,9,1.0847,612.641,651.224,566.857,606.899,595.323,630.75,621.873,629.446,620.897,649.982,10,0,16,35,13,5,0,960,23,0.8504060075245353
10,1,1,1,3,15.67,1,8,0.7085,628.549,629.058,582.037,580.112,591.05,570.062,586.257,594.878,593.74,596.961,46,54,57,53,56,55,0,499,23,0.6184523408694556
10,1,3,2,4,15.67,1,8,0.8837,537.594,593.652,553.974,572.448,602.769,494.068,546.058,549.819,583.363,508.327,10,0,16,35,13,5,0,960,23,0.21126707235509243
10,2,3,3,3,15.83,1,4,-0.5418,441.468,449.299,543.459,477.315,452.181,483.257,430.958,439.019,449.886,433.569,5,0,5,16,0,3,0,658,23,-0.721221421275118
10,2,3,2,3,16.17,1,4,0.3673,533.037,556.461,616.966,589.619,558.952,579.195,546.708,536.073,569.677,519.399,70,100,100,100,0,3,0,251,33,0.2754900767827841
10,2,1,1,3,15.67,1,4,-0.3564,434.537,469.046,429.961,431.048,438.125,436.385,391.24,433.992,452.612,455.079,2,3,0,3,3,2,2,1006,23,-0.947597092686246
10,1,2,2,2,15.92,1,4,-0.0811,327.5,343.102,329.24,303.694,279.357,324.854,334.714,371.635,359.87,307.002,40,30,40,20,5,1,1,108,23,-2.027549426605041
9,1,2,2,4,15.33,1,4,-0.1016,518.822,500.554,491.873,534.584,518.743,539.708,547.033,532.112,508.642,517.703,30,20,20,15,0,3,0,1070,33,-0.1162585686597791
10,2,3,3,3,16.17,1,4,0.1566,580.736,557.801,544.593,557.367,646.818,557.671,600.493,615.911,588.849,544.816,10,20,20,30,0,20,0,763,33,0.462662771414919
10,1,1,1,4,16.08,1,8,0.7734,348.781,316.146,294.644,281.775,334.451,333.543,298.486,321.75,335.404,340.934,15,26,26,86,0,13,0,759,28,-2.10204349264414
10,2,2,3,4,15.92,1,4,0.7176,534.097,537.36,517.874,520.211,527.405,564.136,541.033,555.341,549.673,557.427,10,37,70,96,88,25,0,340,33,0.07641283624159075
10,2,1,1,4,16,1,5,-0.7313,627.171,618.291,610.846,621.551,607.067,662.401,619.327,625.034,645.846,640.512,78,0,91,100,3,100,0,376,23,0.9418510305172213
9,1,3,3,3,15.25,1,10,0.6822,582.373,565.793,559.958,575.423,582.763,534.668,585.029,532.21,627.535,654.114,30,30,30,20,0,80,0,353,18,0.46815271034660916
10,1,1,1,3,15.92,1,4,-0.9126,510.222,483.543,525.456,473.045,509.527,545.928,500.125,498.253,483.849,482.859,1,1,1,1,1,1,1,494,23,-0.31187661688638696
10,2,4,4,4,15.5,1,4,0.2462,689.774,718.928,607.555,612.456,665.297,659.156,641.157,674.989,673.037,690.643,20,10,10,10,0,5,2,677,23,1.292520596507811
10,2,2,2,4,15.5,1,8,1.3142,493.188,505.15,466.58,468.517,467.754,476.518,490.551,523.693,479.91,492.546,31,23,17,22,0,7,0,578,18,-0.4593591171529025
10,1,1,1,4,16.08,1,9,0.5309,449.604,506.411,470.386,508.082,510.445,523.796,502.813,523.46,526.024,494.087,0,0,0,0,0,5,0,587,23,-0.30936636361835756
10,1,2,2,3,15.92,1,8,0.3406,546.11,563.303,577.585,548.091,571.993,595.673,518.676,584.953,566.635,567.495,0,0,10,10,0,10,1,513,28,0.30899401180822045
10,2,1,1,4,15.83,1,5,-1.1217,474.344,485.114,477.707,474.367,462.497,449.261,451.51,483.999,477.633,476.154,34,50,1,1,1,0,1,463,18,-0.6102002612579762
10,1,2,2,4,15.33,1,8,0.7834,618.561,610.891,590.641,590.509,580.292,617.914,639.121,657.316,625.934,587.71,47,14,90,29,0,4,0,763,23,0.784095243678626
10,1,1,1,1,16.17,1,10,0.4649,227.952,196.997,259.958,182.815,248.314,222.828,253.967,227.357,248.272,241.776,80,80,80,80,15,15,0,576,28,-2.9888358395756187
10,2,2,2,4,15.75,1,8,0.6766,495.474,539.817,526.689,558.12,593.187,611.393,519.02,547.745,556.069,546.952,30,2,49,27,18,25,0,935,28,0.1652591162418862
10,1,3,2,4,15.67,1,10,1.3934,524.7,534.494,499.768,511.138,519.688,542.469,542.159,509.179,512.046,495.414,10,21,20,22,10,29,1,505,23,-0.1348017066377139
9,2,1,1,1,15.25,1,8,0.5126,499.225,488.854,475.064,539.178,493.99,437.135,495.145,577.436,484.25,505.909,100,100,100,100,0,40,0,509,28,-0.3299021350833993
10,2,2,2,3,16.17,1,8,0.7019,526.71,633.591,591.849,637.186,670.989,505.843,616.392,556.856,577.262,703.62,100,100,100,100,2,100,100,436,23,0.6852018936795565
10,2,4,4,4,15.5,1,8,1.4608,692.599,702.055,735.905,745.898,690.566,729.148,747.135,755.946,703.015,733.838,10,0,10,10,5,5,0,378,23,1.890530349596605
10,1,2,2,3,16,1,4,0.2341,436.083,474.406,425.064,424.108,448.224,447.346,472.535,417.668,459.13,475.466,10,10,5,5,0,3,1,993,28,-0.8389812405044021
10,1,3,2,4,15.58,1,8,0.4999,581.474,560.69,598.827,542.781,577.602,542.459,554.871,517.849,580.462,583.038,9,7,11,8,1,5,0,600,18,0.3091189654981247
10,2,1,2,4,15.83,1,3,-0.0088,604.972,608.586,636.516,645.606,625.393,629.588,612.095,663.485,660.388,599.314,1,0,3,5,0,2,0,1009,33,0.9487413248363779
10,1,2,3,4,15.75,1,8,0.1723,577.224,648.52,573.931,546.274,571.074,619.019,607.661,555.008,602.153,577.949,10,20,30,60,3,2,0,500,13,0.5468133892925239
10,1,2,3,4,16,1,8,1.3846,395.195,405.684,420.408,432.045,456.654,413.85,430.666,438.965,419.021,402.179,70,33,90,50,20,20,0,577,23,-1.102890193836122
10,2,2,2,3,15.42,1,4,-0.3267,459.533,503.836,442.753,394.735,490.396,425.438,451.414,490.65,523.894,479.798,30,12,10,8,7,14,0,778,28,-0.6596690024872449
10,1,2,2,2,15.92,1,4,-0.4022,237.49,249.495,259.753,249.348,238.568,293.185,289.954,309.448,280.699,286.748,7,9,5,5,19,3,0,485,23,-2.6076996495380773
10,1,2,2,4,15.75,1,7,1.3247,494.551,445.603,475.078,387.008,438.816,484.599,449.921,408.229,457.263,464.102,50,6,74,25,57,82,2,700,23,-0.8142862978542926
10,1,1,1,4,16,1,4,-1.3184,469.145,515.45,516.634,469.35,502.797,470.498,473.443,438.326,432.405,464.179,35,52,77,82,68,52,0,610,23,-0.570815400325517
10,2,2,2,3,15.92,1,4,-0.7443,453.935,453.373,455.318,468.683,447.32,472.015,490.906,464.558,465.32,498.724,20,10,20,12,10,10,0,729,23,-0.650782924146033
10,2,2,2,3,16.17,1,4,-0.5285,464.897,460.189,475.112,431.087,536.519,468.054,434.267,458.445,442.911,448.813,20,10,10,10,1,1,1,702,18,-0.7018571255627911
10,1,2,2,3,15.42,1,4,-0.8734,429.925,450.962,485.695,456.846,446.131,427.308,463.331,477.637,457.377,457.976,5,0,50,70,24,30,0,386,23,-0.7678052047261215
10,1,3,2,4,16.17,1,9,1.2477,622.842,664.784,653.858,648.177,708.999,651.799,625.534,637.577,668.228,598.995,5,0,10,5,30,5,0,729,23,1.141578752430367
10,1,2,2,3,15.83,1,4,-0.5747,404.401,405.805,457.991,415.468,459.46,438.415,369.566,439.585,465.354,423.854,40,21,52,47,0,27,0,574,23,-1.0390727846563195
10,2,2,1,4,15.67,1,4,-0.537,558.657,476.059,530.481,553.007,554.476,526.02,543.572,525.833,541.933,559.65,42,34,44,59,9,23,0,689,23,0.04170995618112739
10,2,2,2,4,15.83,1,5,-0.7953,501.693,510.387,517.084,485.038,527.88,531,520.328,511.251,520.73,514.293,80,80,63,62,5,10,0,980,28,-0.18607152626574142
10,2,3,3,3,15.5,1,8,1.1683,578.5,593.529,599.466,628.835,563.955,587.545,590.549,586.418,575.565,575.102,15,21,15,21,7,23,1,972,33,0.5463559638180073
10,2,4,3,4,15.75,1,8,0.7503,759.276,722.112,765.872,788.53,685.199,711.332,738.34,750.685,780.889,701.668,95,95,80,89,61,100,0,324,23,2.05641134392816
10,1,3,2,4,15.92,1,8,0.5081,569.193,612.444,613.836,558.368,594.702,586.86,609.963,649.566,642.312,583.918,32,26,38,57,17,11,0,461,23,0.6866344527141869
9,2,2,1,4,15.25,1,4,-1.1384,412.47,434.959,342.218,374.21,426.112,409.288,355.289,396.485,301.981,353.705,30,20,20,15,0,3,0,1070,33,-1.5079472457382055
10,1,1,3,1,16,1,7,0.7597,582.694,577.084,604.311,560.098,587.346,631.721,624.212,576.11,595.852,586.058,5,5,3,3,0,2,0,419,23,0.5931873763156216
10,2,4,3,4,16,1,8,-0.1158,695.754,759.845,692.019,670.255,745.302,746.822,731.38,712.069,745.646,679.947,70,0,71,71,0,1,0,869,23,1.8344776118333515
10,2,3,1,3,15.58,1,10,0.416,401.959,467.975,468.413,499.817,428.274,422.888,438.774,454.339,482.409,427.127,93,90,90,90,89,90,91,286,18,-0.8283732833219909
10,1,2,1,4,15.83,1,9,0.8119,534.967,566.784,553.962,568.079,552.348,593.2,582.628,602.41,608.809,549.863,2,10,15,3,0,3,0,701,23,0.38224439081213946
9,2,1,2,3,15.33,1,8,1.0389,507.951,487.336,487.361,460.452,460.888,508.986,431.203,480.691,509,476.244,2,1,1,7,0,4,0,799,28,-0.5132862873365899
10,2,2,2,3,16.08,1,8,1.5117,487.621,478.287,467.638,501.037,466.353,502.089,484.723,478.108,481.916,468.868,17,54,61,39,1,77,0,662,28,-0.5059933498036171
10,1,3,3,4,15.5,1,10,1.9215,661.888,684.833,743.352,706.777,681.71,667.507,723.603,711.148,714.336,680.91,2,10,15,3,0,3,0,701,23,1.632721708098197
10,2,4,4,4,16.17,1,4,0.1874,541.801,560.172,604.696,574.734,595.762,569.591,559.759,553.984,553.96,572.399,20,20,19,50,0,2,0,464,18,0.355217845622735
10,1,2,1,4,15.42,1,5,0.4884,651.495,678.493,643.876,663.32,669.131,661.061,658.753,641.983,643.22,647.751,8,3,30,24,0,5,4,739,23,1.2196881820355816
10,2,3,3,4,15.5,1,4,0.4108,553.471,613.123,660.825,657.776,644.798,634.019,608.54,623.046,585.353,589.031,70,70,70,70,70,71,10,214,18,0.8336107103490451
10,2,2,1,3,16.25,1,4,-1.1113,579.714,623.27,583.792,617.489,578.242,562.642,567.856,610.715,527.359,567.236,2,10,17,18,1,61,0,968,28,0.48454616711156784
10,2,4,4,4,15.5,1,8,1.0495,658.552,737.147,655.622,709.821,678.419,710.45,673.759,722.025,731.559,673.036,22,2,37,13,0,13,0,745,23,1.6072569510669399
10,1,4,3,4,16.17,1,8,1.1205,741.298,626.269,748.539,709.305,761.673,761,754.069,723.349,706.875,757.363,20,25,25,10,10,10,1,642,28,1.944220239221985
10,1,1,1,4,15.67,1,8,1.584,500.195,465.206,521.827,515.09,503.673,506.653,481.526,496.535,484.537,522.714,5,5,3,3,0,2,0,419,23,-0.3271663776165033
10,1,3,2,4,16,1,4,-0.7404,446.879,447.362,500.868,474.773,434.375,451.07,488.094,495.859,466.101,463.764,20,50,50,100,0,30,2,838,28,-0.6525352329935328
10,1,4,4,4,16,1,5,0.5665,610.888,661.943,581.667,632.568,652.334,647.421,633.151,595.321,619.767,686.615,12,5,68,100,0,10,4,1214,28,0.9850549938282435
10,2,2,1,3,15.58,1,4,0.4031,489.914,487.09,526.149,427.79,508.113,495.958,485.844,515.506,469.418,527.975,20,0,20,20,20,80,3,564,18,-0.39102365057714045
10,1,2,2,3,16,1,8,0.6868,501.694,564.485,580.316,576.204,574.179,576.807,567.545,606.451,545.929,596.491,20,10,10,10,0,5,2,677,23,0.35845023535729525
10,1,1,1,3,15.75,1,3,-0.7967,549.769,481.833,488.28,491.763,486.598,517.757,481.119,495.759,501.501,503.635,30,12,10,8,7,14,0,778,28,-0.326735877976733
10,2,1,1,4,15.67,1,8,1.0413,473.991,456.206,437.994,489.159,442.376,402.173,469.011,461.417,477.585,476.692,20,0,60,90,0,2,0,1098,23,-0.7344207814405603
