Overall_Rank,Technique,Distribution_Score,Distribution_Rank,Path_Score,Path_Rank,LatentCorr_Score,LatentCorr_Rank,Covariate_Score,Covariate_Rank,Loading_Score,Loading_Rank,Reliability_Score,Reliability_Rank,HTMT_Score,HTMT_Rank,Fit_Score,Fit_Rank,Privacy_Score,Privacy_Rank,Overall_Score
1,TabDiff,-0.270,3,1.707,3,-0.017,1,-0.016,1,-0.111,6,-0.074,7,0,1,1,4,417.707,1,0.623
2,TabSyn,-0.100,1,1.872,1,-0.029,2,-0.025,2,-0.028,2,-0.032,3,0,1,0,5,154.773,5,0.605
3,TapTap,-0.581,6,1.468,4,-0.033,3,-0.033,4,-0.046,3,-0.017,1,0,1,4,1,146.630,7,0.544
4,GReaT,-0.410,4,1.721,2,-0.052,6,-0.040,5,-0.025,1,-0.025,2,0,1,0,5,138.465,8,0.493
5,CTGAN,-0.472,5,0.963,7,-0.044,4,-0.031,3,-0.084,5,-0.059,5,0,1,2,3,291.145,2,0.449
6,PredLLM,-0.621,7,0.791,8,-0.052,5,-0.051,6,-0.116,7,-0.047,4,0,1,4,1,164.803,3,0.351
7,Tabula,-0.140,2,1.346,5,-0.216,8,-0.059,7,-0.320,8,-0.075,8,0,1,0,5,148.407,6,0.212
8,REaLTabFormer,-0.711,8,0.980,6,-0.087,7,-0.072,8,-0.058,4,-0.068,6,0,1,0,5,155.764,4,0.203
