"lhs","op","rhs","label","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox"
"PV1MATH","~1","","",579.392145559227,2.22498435496799,260.402795312043,0,575.095001703868,583.768736915892,579.392145559227,5.65195616560216,5.65195616560216
"PV2MATH","~1","","",579.290394106587,2.23979132120904,258.635877646801,0,574.963757720961,583.657059618259,579.290394106587,5.62690063973616,5.62690063973616
"PV3MATH","~1","","",579.782305611204,2.24066708443795,258.754327957934,0,575.500215770884,584.179858653013,579.782305611204,5.63291379379015,5.63291379379015
"PV4MATH","~1","","",579.139263264426,2.24007952849816,258.535134979205,0,574.8955847653,583.517401874874,579.139263264426,5.62380769062803,5.62380769062803
"PV5MATH","~1","","",579.318950314678,2.23435568161139,259.277855841144,0,575.112422220589,583.730375518799,579.318950314678,5.63614852877661,5.63614852877661
"PV6MATH","~1","","",579.337127869085,2.22620888202997,260.234847028737,0,575.10080592304,583.719858026567,579.337127869085,5.65844735907966,5.65844735907966
"PV7MATH","~1","","",579.081284660461,2.22632009006893,260.106930375197,0,574.758053757531,583.375406370833,579.081284660461,5.64982389461552,5.64982389461552
"PV8MATH","~1","","",579.483160869251,2.2394729961362,258.758717729146,0,575.181486251287,583.850004334261,579.483160869251,5.64635279848595,5.64635279848595
"PV9MATH","~1","","",579.386683507223,2.23860716906816,258.815700902271,0,575.051211618053,583.697077330338,579.386683507223,5.62493820703401,5.62493820703401
"PV10MATH","~1","","",579.405434476424,2.23821437974442,258.869498703956,0,575.132467396915,583.784220908674,579.405434476424,5.63652655034793,5.63652655034793
"ST268Q01JA","~1","","",2.65811978120298,0.022186365532431,119.808707618986,0,2.61539034307227,2.70214766331859,2.65811978120298,2.66618779725055,2.66618779725055
"ST268Q04JA","~1","","",2.37046934388651,0.0185189357390136,128.00246068637,0,2.33474191889823,2.40668220986166,2.37046934388651,2.53413254912778,2.53413254912778
"ST268Q07JA","~1","","",3.4472332072773,0.00813482363217461,423.76250096473,0,3.43133976923928,3.4634238666187,3.4472332072773,4.37327762388982,4.37327762388982
"SC064Q01TA","~1","","",33.7118578894365,0.162331280815518,207.673208269381,0,33.3964964716978,34.0363851086827,33.7118578894365,1.14281792521522,1.14281792521522
"SC064Q02TA","~1","","",60.8969699462643,0.196978753889285,309.155016690238,0,60.5025345605724,61.2884664030062,60.8969699462643,1.74254444172543,1.74254444172543
"SC064Q03TA","~1","","",20.7970333517835,0.159831607275035,130.118402150561,0,20.4799826287259,21.1049347417455,20.7970333517835,0.734728002393316,0.734728002393316
"SC064Q04NA","~1","","",17.5280607169139,0.148560575790353,117.985950334828,0,17.2397443988775,17.8361088131153,17.5280607169139,0.682288063291354,0.682288063291354
"SC064Q05WA","~1","","",32.6946926474545,0.16678216114311,196.032311989292,0,32.3643475630294,33.0292937808048,32.6946926474545,1.07664696498116,1.07664696498116
"SC064Q06WA","~1","","",57.0193654675776,0.20667046137123,275.895089647847,0,56.6129227694921,57.4260664188007,57.0193654675776,1.54450842417199,1.54450842417199
"female","~1","","",0.498320936509431,0,NA,NA,0.498320936509431,0.498320936509431,0.498320936509431,0.996647492639975,0.498320936509431
"ESCS_z","~1","","",0.0260971703798456,0,NA,NA,0.0260971703798456,0.0260971703798456,0.0260971703798456,0.026464270460884,0.0260971703798456
